storeId	comment
27367	bacon wrapped hot dogs, you can't go wrong but go with the good morning or the chihuahua
24296	line of douchebags through the *secret* door in the photo booth. be sure to follow.
6120	try the good morning, it's better than real breakfast when you're here at 3 am.
57971	great dim sum. order the lunch portions if possible, otherwise you'll be left with ton of food.
64130	while everyone else at the table gets raspberry or hazelnut soufflé, they've got the best creme brûlée in manhattan.
20711	great food and great ambience. what's not to love?
82569	french roast's french onion soup voted #2 on the village voice's 10 best late night eats in new york city:
125639	try the hazelnut latte holy smokes! (via @foodspotting)
125639	try the cafe mocha omg, we meet again... (via @foodspotting)
256415	service bit slow during weekends... the croque poulet is was dry and avo was not ripped enough...
26920	try the smoked salmon and vegetable hash with poached eggs super healthy and yummy breakfast! (via @foodspotting)
22056	burger is... ok. service is... ok. will i come back? unless it's 4am... no.
36229	great tasting dishes and nice atmosphere, but waiting service is getting worsen everyday. the face of ny?
230969	french toast was rough, only for real mountain men. port wine selection fantastic along with frozen wine color of citrine deliiiiiicious!
4787	i would avoid the prime rib. it was cold, all fat, and tasteless. perhaps the worst piece of meat i have ever had. i actually left it behind and my server didn't even ask why. must happen lot.
9962	irish coffee w warm chocolate cake yum.
68409	get here early or late as the wait can be long. plenty of free wine from box! yummy dumplings and spare ribs. michelle is always sweetheart.
34592	takeout is lightning fast. order with no msg and\/or white sauce for healthier option.
59679	best cold noodles. and huge egg rolls
9769	avoid the phaalbat all costs. it might kill you.
29605	not only was the food amazing but i have very annoying allergies and they specially made my dish! the waiters were really friendly and on top of everything. highly recommend.
13463	go to friend of farmer and try the wheat and chicken sandwich. coffee is great too! hell, everything is great!
20537	spend summer evening at an outside table with sangria gazpacho, people-watching the celebs across the street at pete's tavern
23524	fantastic restaurant with very
33560	eggs benedict ftw
31251	show up before noon for less of wait. try downstairs by the fire and bar...
58220	brunch was alright. nothing worth waiting 20 mins in line for.
125990	perfect place to bring ur sidechick. appetizers are around $5 and most expensive meal is $15. food decor will impress any girl from the hood. only go during the week cuz wknds are packed. suck it re
25807	try the escargot (via @foodspotting)
39800	i liked the
48682	closed by the health department as of 12\/23. merry christmas.
60486	worst service ever. avoid the hype, it ain't worth it.. trust me!
84851	they don't actually accept amex so the $10 off amex deal doesn't work
69475	this is must location to go to in brooklyn
47260	28th birthday i mean.
47260	herr with some friends for my 27th birthday.
43850	great ambiance. good food. mediocre drinks. horrible service. won't go back!
47542	spicy broth, lotus root and wontons are must. cold beef tendon is delicious appetizer.
19408	favorite hot pot place in manhattan. love that they use the classic communal big pot and offer all the my favorite parts like cow stomach and coagulated pig's blood. (4 of 4 petals via fondu)
13895	go to gotham bar and grill. order something from the 1st, 2nd, and 3rd menus. make sure you get the foie gras.
429	the ny strip
25735	if you're here to check out the winter restaurant week 2010 menu, the hanger steak is delicious. pass on the chocolate cake, though!
113403	you should try the klappertart!!
73726	use your 4sq special!!! its great!
74111	disappointing... slow service and sub par food. as california native, i ashamed.
45619	i thought that fajitas came with tortillas. don't expect one with the mar y tierra combo.
22600	great place for mexican! awesome food!
60062	get the flan. it's delish.
49922	great margaritas! happy hour starts at 3 and you can get $5 house margaritas and $2 tacos! ask for vicky
109496	get the pineapple salt on the rim of your margarita! yum!
170801	don't drink the water!, tequila only!
26273	if biancaa is your waitress, runaway! they're actually out of diet coke....really? plus auto grat for two or more. check ur bill!
68409	the tasting menu in the dining room is fantastic experience as is the bar. love the jalisco pear cocktail!
3602	probably the best in ny. the lamb is amazing. try the orange blossom. get pretty to have dinner here and be ready to spend few hundred dollars in this place.
148377	the soup and sandwich combo changes daily and is always great value for the money
142268	strawberry pie w ginger ice cream. no excuses.
142268	strawberry pie w ginger ice cream. no excuses.
4787	this place is very interesting. they only take amex or cash no visa\/mc. the food is all very good and the crowd is amazingly diverse. would recommend it for anyone but tourists will like this.a lot
11067	check out cafe noir. yummy couscous dishes and refreshing mojitos.
72	the tea service is great reason to stop in here for meeting or on stroll through midtown.
17521	great and different place to get some russian cousine and nice tea!!!
72	creole wings might be the best in the city. the sauce does the trick.
72	lamb sausage po'boy. the potatoes on the side make it big lunch so maybe you should take some home for later
6426	jambalaya will bring you back to the french quarter
104	everyone knows the creole wings are slamming, the cornbread is banging (get them both) but the burger is the deep cut surprise on this menu. peep that cheese!
6120	shrimp po boy. you'll feel good about yourself for not ordering burger. until you see it.
125639	try the creole wings best wings. hands down. (via @foodspotting)
193062	the cajun bloody mary really hit the spot.
11940	the cheeseburger with swiss was pretty damn good... the bun was the best part!
412	in such wonderful restaurant, i wouldn't recommend the french fries unless they really deserved it. and they are.
196154	great menu, wholesome american cuisine, and place you could go back to over and over again.
14473	ate here years ago, but my favorite thing was the tempura bacon. every item on the menu is simply amazing.
196154	you are actually better off ordering apps for dinner, they have an amazing selection!
6120	good restaurant to walk to after sleep no more. the burger (not in the dinner menu) is good enough to justify passing up everything that is on the menu.
40518	sweet ricotta beignets w\/apricot jam balsamic syrup. to die for.
16602	ask for an order of the tempura green beans to share as an appetizer. try eating just one, i dare you.
49805	eat like an emperor with their four-course $20 lunch special!
28202	not just the best korean vegetarian food in nyc...some of the best food, period.
123414	singapore-style chow fun!
42406	if it's in season -- get the salt baked soft shell crab!! the young chow fried rice is amazing!
261843	seafood pan fried noodles are good and so is the duck!
17435	if you're ordering food from the kitchen, u should leave go somewhere else. this place is all about the front of house. take it from someone in the know... you're welcome.
51957	beef with pan fried noodles! so good!!!!
131334	salted meats and sausage over rice casserole with sauteed chinese spinach with fermented spicy bean curd. ?????????????? ??????? ???
23420	the creator of
23420	the young waiter who smiles lot is name david. say hello.
23420	smile at the heavy set casher. she looks mean, but is really very nice.
114319	get the soup dumplings -my fave are the ones with crab meat
163242	my mother found this place. go for authentic chinese food.
72	when i used to work at sony, we'd lunch here with the team: peking duck was favorite (among other dishes). possibly some of the best chinese outside of chinatown
14464	three cheese omelette is cheesy heaven! truly gooey amazing breakfast. more tips pics nomnomboris.com
14464	now this is perfect breakfast for lumberjacks! lumberjack pancakes with ham, bacon, sausage two eggs on top. more tips pics nomnomboris.com
14464	got to have some sausage in the morning! italian omelette with sausages is amazing and great way to start the day. more tips pics nomnomboris.com
197098	if you're visiting new york then this is where you must eat breakfast. great food, great american atmosphere.
24296	when you're here, you're family. now git yer damn feet off the seat!
20714	this place is pretty ridiculous. overpriced, mediocre food. fun, but very cheesy decor. good for single visit, but don't go back.
98821	overpriced, service sucks. run away do not eat here
98821	plan on waiting at least 20 minutes for service, then 20 more for your drinks to show up still wondering where my food is ......
41609	don't bother bigolds money trap!!
226595	lamb shank is their specialty, and i concur!
40518	love the cheese selection.
56608	always make reservation!
6266	the snails are simply marvelous. for dessert, so is the clafouti.
24360	the dandan noodles were excellent. try the chicken in plum sauce. amazing. entrees are huge big enough to share with leftovers!
236944	the dine-in menu differs from the take-out menu. no lunch specials.
12542	highly recommend razor clams and dan dan noodles
12542	razor clams with sichuan pepper corn-scallion vinaigrette is amazing!
4787	avoid this place. way overpriced contrary to what yelp says. service was rude and awful and the waiters tacked on little extra for tip and didn't tell us. avoid avoid avoid
43905	$2.50 beers, free wifi and friendly staff great place to hang out, even if you don't want pizza.
8466	great for late night rendezvous. dark, cozy and they serve food until the wee hours.
15416	long pewter bar and outdoor seating distinguish this all-day gathering spot at the crosby street hotel\u2014as does the cocktail program, under the discerning supervision of barkeep marshall altier, late
1319	wednesday 8-10p flamenco! and salsa sunday eves
72	the double octopus (one part spicy, one part sweet). twice the fun
13095	nice tucked away spot, almost hidden in plain sight
34450	low key and snug. park yourself at the bar with date and order sangria by the pitchers till it's time to go home.
28196	the pan con chocolat is the most amazing desert you'll ever have tasted. order it
99922	the best cuban food in the times square area! you have to try this latino food, and cheap prices! if out here for lunch might want to get coronas for $5 bucks cuban sandwich, the best of the best
98013	must try their famous cuban sanwhich.
40858	get the chicken. is sexytime explosion in mouth...
44026	cash only.
44026	it's 'ok' cuban food. portions are small for price.
19732	get the guava or passion fruit shake. so good.
19732	passion fruit shake. no milk. delish. refreshing
46450	challah grilled cheese do it
953	my neighborhood diner, faces the park. great $10 brunch always served, includes mimosa.
953	this is the east village's tom's diner
82569	the village voice voted this best restaurant most like nightclub in our best of new york poll!
24873	try the lemon tart final course. nom nom nom. (via @foodspotting)
24873	try the spicy chicken and cod second course french-vietnamese style (via @foodspotting)
24873	try the bean curd on hot plate first course...nom. (via @foodspotting)
616	i went with the kielbasa and the cherry lime rickey. pay your respects to the honey bear painting on the wall.
82569	indulge in the meatball sandwich at veselka. filled with pork beef-based meatballs, topped with mushroom gravy on challah baguette. yum!
1319	worst brunch of my life. truly horrendous. not sure why people love this place
11315	if you're super hungry, get the meat or vegetarian platter. it comes with stuffed cabbage and three pierogies. you'll also get soup and salad. and like someone below said, you must get the borscht.
54949	best place to hang out at all hours of the night! gets really busy at breakfast lunch and dinner but all in between times are great to go by!
47683	the fried perogies are the way to go here.
27184	try the perogi potatoe (via @foodspotting)
27184	try the challah french toast (via @foodspotting)
193073	when you order pierogis, get the big plate. 4 is not enough!
63432	blueberry muffins are amazing.
82569	veselka's ukrainian meatball hero voted #9 on the village voice's 10best late night eats in new york city:
20186	one of three restaurants that allow @jessebrightman to bring in his cooler of iced poultry.
12916	i've seen @jessebrightman put down 45 potato and cheese perogies in 3 minutes. he recommends the meatballs.
170	breakfast here is awesome. get your eggs, corned beef hash, and applesauce on.
30502	the arugula and goat cheese pierogies are must. do not come here with large groups: you will not get seated or wait forever.
196154	definitely the place to hit up the morning after...perogi sampler please?
48217	cheese blintzes with strawberry rhubarb compote. you're welcome.
82263	nothing like the banana pancake
31945	having lunch scoping murals for research. having blunts in beranaise sauce ummmm. then back uptown to look at the next job.
9962	don't forget the kasha
1267	veggie burgers here are killer, especially the avocado-wasabi mayonnaise!
1338	go to ino and get truffled egg toast
47683	get the truffled egg toast here.
126273	egg truffle toast....an absolute must!
34460	all italian wines here. if you like light reds try the valpolicella. (4 of 4 petals via fondu)
112549	truffled egg toast must. really, anything with truffle oil.
112549	truffled egg toast is must. and any panini with goat cheese. check out the glossary if you aren't sure of an jngr
159682	glass of trebbiano di lugana is the perfect summer white!
39628	elyse (sic?) is the greatest waitress in nyc! tip her well.
48678	the bloody mary is fantastic. perfectly spicy, and the olive baby tomato are great touch.
45010	order mimosa immediately. the perfect amnt of fresh squeezed oj and champagne is delicious.
24873	try the eggs benedict nom nom nom in soho (via @foodspotting)
241531	sure bet if you want great breakfast. also had wonderful conversation with rani.
204296	tea press was great. bacon was phenomenal. apple cheddar omelette was disappointing. apples were too mushy. tasted like apple sauce and cheese. the service was spectacular though.
12785	good service!!
134	like so many nyc diners, come for the food but don't forget to do your people watching. lots of characters.
13356	food has gotten better, new menu get the steak fries- the only thing that's good here
36865	chicken bbq stack sandwich was really good. note: the shakes are runny.
11135	the tuna melt is outstanding as is the black and white shake!
157818	try the manhattan pancake with scrambled eggs bacon nice place for breakfast, service ok.
88996	the milkshakes are great, eggs are dry. service sucks, so prepare to be patient.
36202	uni spaghetti is the tits. ask for the old style
53930	hot sangria and wheel of cheese. best dinner ever.
34457	uni (sea urchin) pasta is something to die for.
25321	used to be my favourite italian restaurant until my last visit. the kitchen had new addition; non-japasese cook that simply doesn't taste the food. will give it one more try then address the boss.
24772	save room for dessert. they change daily and are all awesome!
15416	start (or end) your day with slice of tiramisu and cappuchino
2209	come with your appetite and go really light on the salad bar. the meat will keep on coming until you decide to send it away.
33560	eat yourself into meat coma
33560	scare vegetarian with giant plate if meat.
42214	go for any steak-related item
44305	caroline is the bomb ask her to fetch you glass of sassella killer
25094	really good old school italian with great old school service. like! (3 of 4 petals via fondu)
63386	still classic! love the orrecchiete with rabbit ragu, yumm!
14203	the kobe corn beef hash is very delicious!
122261	the specials more than lived up to their name. plus, the tiramisu is heavenly.
21501	is the free can of schlitz reward or punishment?!? chili cheese fried f.t.mf'in.w.
118710	fav. sushi spot in the city.try the cooked rolls. especially the sake teri crunch or the spicy bay scallop
4573	been eating at japonica with family friends for decades. went there yesterday after our daughter's wedding at city hall. had sweet shrimp, yellow tale, and tuna eye sushi best sushi in city.
27297	classic broadway joint. menu might be pricey, but try stopping in for drink before show.
6728	mad men season 2:
207123	the ice cappuccinos are great and addictive! (at work we call them crack)
22984	the fresh squeezed oj is close to perfect. try it.
260042	their chai latte is awesome!
46697	get the gnocchi gorgonzola and real coke in bottle!
204517	cheap and delicious pasta! get the pappardelle with sausage in spicy tomato sauce
196154	eat out back on the patio. everyday italian, and they deliver!
196154	great value for the money. they even deliver. try and score table out on the patio!
136450	everyone knows the food here melts in your mouth like butter!!...but not everyone knows about the party downstairs on saturday nights! boom. text me 845.519.9323 or email me markruiz@soireegroup.com
18556	sit downstairs and hear amazing remixes.
1499	pork steamed soup dumplings! but only if you can't go to the one in chinatown.
1499	pork steamed soup dumplings!
39371	soup dumplings
41376	ladies: go w\/ man with big appetite. order the porter house for two, bacon and tomatoes w\/ blue cheese. don't forget bottle of spicy zinfandel
135804	everything here is amazing the food is delicious every time i come here
209553	i heard native is shutting down, will be replaced with french restaurant
8550	my tip is to order something on the menu, exactly as it is. no matter what you order, it will show up perfectly cooked and taste amazing. just trust 'em, they know better than you do.
130139	did this !the steak is great
263574	great place to take the object image photo both
134511	the palm is the best
68155	late night happy hour apps 3.50 for each
180588	try the steak!
23003	i went to steakhouse and had salad?
178822	this was everything i expected from new york steakhouse. found it from foursquare recommendation too (via scoville)
192538	order the burger and ask for the secret sauce..
8388	surf and turf!
93785	the steak is great
33575	try the kimchi pajun!
61060	great atmosphere...
48217	respect the baby grand on top of the mountain (the one beside the waterfall)!
82569	kum gang sun's seafood pancake voted #10 on the village voice's 10best late night eats in new york city:
25627	note that they don't have lunch special on holidays.
63386	old school korean with waterfall!
40642	big two floor restaurant that is 24 hours! real great for late night food after drunken club session. the lunch specials are hearty and filling. you'll find most of your favorite korean dishes here.
24436	can't get enough of the avocado panini on sourdough, w\/ home fries on the side, and of course, cup of mud.
34450	iced mud mocha, all year round. great vibe. weekend brunch is so delicious\/filling\/drunk-inducing
70707	anna at the front is hott and great server!!!
7599	rocking chai. i've tried them so many places, but this is distinctly different, tasty, not too creamy, with unique taste that i already love.
33560	this coffee shop is the brick-and-mortar version of the popular mud truck.
33560	the breakfast quesadilla is awesome.
36331	the almond french toast is always an awesome brunch or breakfast item, wash it down with mud mocha!
31304	mudman's special for lunch or dinner on wrap not bread
31304	mud burrito is solid
23420	say hi to the nice bearded bartender thomas. real cool guy.
17435	great joint for low-carb options plus they hv outdoor seating in the back garden. some favorites: stellar bay blue point oysters and the seared montauk skate.. nom nom nom
48682	the oysters are great, and the fluke ceviche was delicious
35612	the chicken entree was so good, if you like mashpotatoes these are to die for. calamari app is also fabulous.
131334	dollar oysters during happy hour~
47683	go here with for happy hour. dollar oysters and half off wine.
153770	happy hour=perfect
23524	the old bay fries are always good and so are their oysters...service esp at the ev bar with thomas is amazing...
42406	the old bay fries are like crack!!
12916	$7.00fried brussel sproutsbacon marcona almonds
68798	lobster roll obsession!
190925	order the fish tacos! they never disappoint
74383	got free fries for our first check-in!
84147	i had the best jumbo shrimp cocktail at the old homestead restaurant
82582	$20 for kobe burger, tater tots, wine salad: what's not to like!
21452	ask for mike. great service, so attentive.
16602	share side of bacon with friend.
63386	hadn't been here in while, almost forgot how great the food is here! everything is good and great sake cocktails. and much sexier than k-town!
40642	the yuja martini during happy hour is freaking delicious!
26013	best bimimbop in manhattan imho. always always good.
40642	real fun atmosphere at the bar. quentin tarantino pops in every now and then.
72	for dessert (or to surprise someone for birthday), get the sticky pudding with ice cream on the side. delish
1112	schillers circa 5pm. free donut hour!
48682	the mac and cheese is outstanding. get the first snow cocktail, it's sweet and delicious. the burger is great, but tad overpriced.
21596	i...fucking...love...this...place.my favourite ny restaurant. great food, superb service, perfect noisy atmosphere.
34460	fish and chips were all right. mussels were delish. (3 of 4 petals via fondu)
50152	great food! gotta love that country time
80608	speciality mix drinks. you must try the chocolate martini.
55716	the most casual outpost in mcnally-land also features the best dessert: sticky toffee pudding. it's divine.
50152	drink the country time!!
2448	eggs hussard and the delancey
9486	have the cheeseburger!
33463	went for lunch had great sandwich and enjoyed great view of the brooklyn bridge, all at reasonable price!
120898	blackened tilapia and sizzling mussels are bomb squad.
33450	must taste the complimentary olive oil that comes with your bread. it is fruity and just delicious!
38058	cheese plate with truffle honey. olive oil ice cream.
3517	order the parmigiano sformato.
62734	otto for wine, cheese black cherries
8663	must get the truffle\/honey\/black pepper starter. eat with cheese, bread, whatever its amazing.
24915	truffle honey
25093	must go while in new york. one block from washington square, it offers and awesome atmosphere with reasonable price point. caprese salad, prosciutto pizza and olive oil gelato are must!
143004	on the plus side, there's pizza with egg. bummer: they jettisoned their gelato with guinness is rip
60742	delicious pizza margherita, scrumptious sides, vino and gelato. tried chocolate chip and olive oil last night. as good as they say..
266284	i actually went there before i joined foursqaure, but i have great memories of the pizza margherita!!!
15416	great food but way too expensive to be my regular spot.
15416	this is the quintessential neighborhood spot comfort food, personality, and great coffee
5009	the new columbine. same excellent sandwiches and tasty soups, next door and with new name.
5009	follow them on @columbinenyc to get tweets of the daily sandwich special.
5009	mom's chicken noodle--the closest anybody's come to my grandma's.
82569	the village voice voted this best non-touristy jazz club remaining in midtown in our best of new york poll!
98821	great chips and salsa...try the sweet potato soup
29831	best comfort food in tribeca!
21076	get the gingerbread pancakes with pumpkin butter! also, goat cheese and herb omelette is delicious. you won't regret adding side of turkey sausage!
2448	perfect panckes
101660	yes...you are in new york...but try the grits. they were really good. and they come with smile.
23248	food is satisfying great pancakes and fresh juices. service leaves something to be desired but the prices are right for regular breakfast spot.
184931	their macaroni and cheese is the bomb
40642	cute and tiny diner located in tribeca.
115700	the strawberry speed shake is legit!
183505	it's bit loud here with second avenue, but free wifi pw is 212 569 0966
28196	my go-to vegetarian\/vegan lunch destination in the east village. most dishes under $10. seating is limited and tight, but the crepes will be well worth any wait.
953	amazing place. huge selection of healthy shakes, sandwiches, omlettes, vegan cookies, etc. small place with sidewalk patio, pretty people
62837	the waiter decided to include 18% gratitude without asking. thats not what i call service
57705	the buffalo burger and fish 'n chips are off the chain. wash 'em down with the raspberry blonde for the win!
23228	packed bar, wait for seat either way. great indiana pale ale.
32088	great food and great beer
82569	the village voice voted this best restaurant bar in our best of new york poll!
43127	t-bone. trust me.
171647	the steak for will make your knees buckle.
68409	hence the name, come for the soupe! the soupe l'oignon meal comes w\/ green salad, dessert beverage. the salad dressing is addicting as well as the fondue! seating is super cozy...
25472	wifi is 2125867650the phone number
30361	i love this brunch place! i highly recommend the
29745	super attractive staff and the food is good too
88996	for vegetarians, definitely try the soysage or fakin' bacon options. the penny egg sandwich is incredible, the pesto makes it so.
52948	stick it out through the wait. people bail out of the wait and this place turns tables pretty fast. our 1.5 hour wait time turned out to only be 20 minutes.
186067	the granola. have the granola.
55617	got the pumpkin waffles with cranberries, walnuts, and bakes apples they were delicious, strong coffee. highly recommend this place.
25094	my fav murray hill breakfast spot, and also excellent for lunch. must get abuelo's egg sandwich if you visit for breakfast. (4 of 4 petals via fondu)
190	get the soy sausage when ordering the egg sandwich--mmmm...
38431	the penny egg sandwich with sausage on croissant was fantastic.
15137	great food, great atmosphere
53738	prix-fixe brunch menu. great choices, all delicious!
334	try the veggie burger heaven #vegetarian #tasty (via @foodspotting)
334	try the three egg omelette with spinach and mushrooms #fresh #tasty #wholesome #healthy #delicious #salad #bread (via @foodspotting)
7224	chicken meatball sammich!
13656	the chicken meatball pesto sandwich is the only thing you're allowed to order -- it's that good.
35288	the chicken meatballs are amazing!
12611	one of the best lobster rolls in manhattan.
206530	the sandwiches are absolutely delicious! also look for the cheap italian ice in the summer!
19408	go to the bathroom, it's life changing experience and possibly the namesake of this restaurant.
29831	go for the decor and lunch specials. that's about it.
5183	best lunch special in soho- starter and main for $7
241531	our best thai experience in ny!
19335	the basil chicken has never let me down.
25800	bathrooms are awesome. though they may freak you out bit.
48997	the best lunch special in soho
25800	bathrooms are awesome. though they make freak you out bit.
6191	food is good, drinks are better, eye candy and flirting is delightful.
27404	sunday brunch is packed and though i usually hate the uber-trendy, i have to admit, it's good mix of value and scene. eggs benedict are good, truffle fries are awesome. wait goes fast.
245305	really good place for sunday brunch and cocktails!!!
215301	cute, hip atmosphere with great food and pretty people.
36520	great little find in the village with euro-cafe vibe. try the pizza!
238035	this unassuming little place has lovely garden in the rear. bring book and grab coffee
36520	great little find in the village with euro-cafe vibe. try the pizza!
616	soup dumplings ftw! and i'm not scallion pancake type of person, but they're pretty f'ing delicious.
30245	try the chow fun! and buns and dumplings.
56276	stay clear of the bo if you care about your chinese food! i know my chinese food... and this is not it!
5663	the scallion pancake is delicious and huge. it's the size of dinner plate, not pancake.
86797	try the juiciest chicharrones on the bowery! this place has the best appetizers and drinks happy hour i've ever encountered. my mouth is watering just thinking about it. the bowery's best bargain!
32824	you have to get the mojitos.
37946	this place has the best tapas i've ever experienced in the city, and on friday nights they are half price! also, on fridays, they have two for one sangria glasses. enjoy!
57992	limonda rosada: not too sweet, not too tart
13095	spectacular lechon. i spent long time looking for this particular flavor of cuban roast pork
44226	two words: happy hour
60290	great happy hour. mojitos!
72	sometimes you just need something simple: spaghetti with baby meatballs. just like you used to make them when you were little
72909	best calzone i have ever had. it comes with house made marinara
66148	love this place the pastas of the day are always amazing, the staff is oh-so-friendly and the music is unexpected but great
57581	one of nyc's finest secrets! the pre dinner spread is unbelievable!
24873	try the swamp water tasty it is, classy it's not. (via @foodspotting)
72	under pressure, foolishly order something that you're not really into: oh, let's say an organic salmon cobb salad. even it out with mimosa.
92904	pancakes. that's all that matters.
82569	for choice eats, they brought lasagna and the crowd went wild. it's that good.
82569	village voice is excited to have max at the 2012 choiceeats food fest! full list of restaurants here:
82569	they served lasagna with beef and homemade bechamel at choice eats 2009- simple but delicious!
141970	amazing southern italian cuisine. every plate is delicious and try the wine from aglianico grapes.
163242	great little gem. lasagna is really as good as everyone says.
7224	perhaps (second) best meat lasagna in nyc. smokey flavor compared to more smooth version at lamarca.
97363	department lunches here are great!
1192	every fish served is connected directly to fisherman known by name. the wait staff is knowledgeable and the food lovely. enjoy the crudo and thresher shark if you can get it.
196154	spaghetti neri: amazing! also, i had pasta special once with tuna meatballs. it was off the hook!
54395	razor clam crudo is the best
63524	arguably the best dim sum in manhattan, but in all of nyc, ocean jewel in flushing is the best.
1090	one of the best dim sum places in manhattan. get there around 11:30 on weekends to avoid the crowds!
445	buddhas delight is cheap and authentic
91838	wow this place is like zoo! great dim sum though
15416	this place is crazy. the lobby is nestled below two giant escalators and once you squeeze through the black friday crowds grab ticket and wait for what's heralded as the best dim sum brunch in nyc
25094	just like the others but in much better space and many more creative soho types. (3 of 4 petals via fondu)
18406	they do have wifi but they won't share with customers...
43905	there really should be sign when you walk in telling you what to do separate dining spaces, no waiters visible, and counter. tad confusing... but it's nice feeling space
129428	try the smorgasbord (via @foodspotting)
14249	great place to grab beer with friends
33560	sit at the bar.
211609	new york classic. stone street itself is time warp to the turn of the century. blink and you might miss it.
52970	great service except dessert took forever to come. dinner, appetizers, and drinks came really quickly. but over half an hour for some apple pie and some ice cream, really?
49774	great food and vibe. disappointing cappuccino
8550	pulled pork sandwich. don't spoil it by adding or removing anything. it's awesome!
13904	$2 margarita's on wednesdays!!!! and everyday: swamp water :d yummers!!!!
4787	people, do yourselves service and go get some real bbq not here. really. i think jimmy is from long island.
64748	drew is the greatest ever!!!
45573	all you can eat and drink (ribs and draft beer) for $23. so good. hour time limit. bit of downer, but adds bit of excitement, right? well worth the money. great ribs.
10932	wf pw brotherjimmys
50152	$.35 wings on saturdays. chipotle rocked
13904	wednesday!! $2 margaritas for the girls!! everyday: swamp water hot wings yummers!!!
105588	order the milos special and the tomato salad!
116062	though everything is delectable, you must order fish. whole fish grilled. i heard they grill it first and then put it in the oven. the meat of the fish is super fresh, super tasty.
15137	try the chicken stays! it's awesome!
72	can this turn into my small tea place on the west side (i haven't found replacement since wild lily closed at the end of 2006!)
63524	hands down the tiniest bathroom (sorry- loo) in all of nyc!
13095	sticky toffee is fantastic. same goes for the ginger custard
11282	if you're god then save the queen.
51939	don't leave here without having any tea!!
25807	try the apple crumble in vanilla custard (via @foodspotting)
25807	try the apple crumble in vanilla custard (via @foodspotting)
25807	try the apple crumble in vanilla custard (via @foodspotting)
25807	try the apple crumble in vanilla custard (via @foodspotting)
25807	try the apple crumble in vanilla custard (via @foodspotting)
25807	try the apple crumble in vanilla custard (via @foodspotting)
25807	try the apple crumble in vanilla custard (via @foodspotting)
25807	try the apple crumble in vanilla custard (via @foodspotting)
25807	try the apple crumble in vanilla custard (via @foodspotting)
25807	try the apple crumble in vanilla custard (via @foodspotting)
1267	their everything bagels are my everything.
24873	try the veggie burger with sweet potato fries yum! (via @foodspotting)
34355	everything on the brunch menu rocks! especially the crunchy french toast! homefries are awesome too!
61338	the brunch spot. try the velvet pancakes but ask for extra icing and strawberries. also the gravy for the biscuits is bomb.
72	get the saltimbocca (translation:
23524	can't say enough great things about lupa, food is consistently awesome, service is amazing and u'll get great meal whether seated at table or at the bar. proscuitto, cacio y pepe, tartufo..
196154	the pastas here are such great value for the money, as long as you don't mind waiting!
4167	the staff will do whatever they can to interrupt you. its crazy.
77298	so relaxed. amazing bold italian flavors. just the way i like it.
23420	i love sitting at bar and talking to jen (also occasional waitress). she's bright, gracious and knowledgable about the food and wine.
82569	this choice eats attendee brought spring chowder: cucumber-scented chowder with mussels, clams, and shrimp finished with an herb pistou. it was big hit!
17454	not sure what happened. loved this place but the changed the food. please fix it!
136058	delicious burgers and dumac cheese. be sure to order the burger medium rare to avoid overcooking.
32518	the lilac garden cocktail is amazing.
9962	mosquitos bad headbanger music nuff said. som good slices tho.
222469	try the chicken pepperoni pizza!
40518	cocktails infused w\/frozen orchid flowers, must-try!
196154	few restaurants can fill the dining room during an economic downturn. daniel has firmly positioned itself as gastronomic institution worldwide. the white alba truffle tasting took my breath away.
196154	consistently one of the best restaurants in new york. when truffles are in season, order the truffle tasting. its magnificent.
2501	great bloody mary.
25094	really good food and great service. great for breakfast, brunch and lunch. (3 of 4 petals via fondu)
58686	you have to try the eggs benedict with apples on french toast..make sure you ask for bacon so the sweetness evens out..it sounds weird but its seriously amazing!
38407	gazpacho is insane!!
19729	short rib salad is the best... perfect.
15416	power lunch. no power suit required.
953	fantastic burgers, yummy pancakes n sausage
23420	favorite of mine are the belgium waffles, side of corn beef hash and coffee.
195601	best french onion soup... order your own you won't want to share!
79452	cory from disney channel was just here
13259	the blueberry banana bran muffin is win for muffins everywhere! delish!
49812	chicken meatball soup, chocolate chip cookie and raspberry iced tea. my favorites
9962	whateva u get 4 brunch try the hash browns
82819	ask as ap. the edamame. and dip it on the shoyo. and let it swimming the for loong time.
82819	the temaki here is good, but is verry small.
38456	wow!! what great place... food is high quality (pizza and pasta) abd service is welcoming.
80104	solid margherita pizza worth returning for if in the vicinity. salads are completely forgettable.
62189	pasta is bland and horrible. it's not even al dente. do not get. although the sausage was grilled to perfection but wasn't good enough to save the dish.
29831	enjoy the old-man atmosphere with brew and quiet conversation.
23442	best french toast. ever.
22056	burger is amazing. avoid the catfish. clam chowder was great too.
17982	sit at the bar.
23442	roasted chicken club and glass of wine. and the waitress was extremely nice
17023	best bar in soho, hands down. i'll let you know how the veggie burger is.
22658	dessert is better than the pizza head to bk for the real stuff
25094	love this place. small, brightly lit upstairs and very large, cool but dark downstairs. need reservations. (4 of 4 petals via fondu)
48043	the mercer burger has to be tasted amazing
27304	the chicken sandwich w\/ avocado is amazing! try the shrimp salad as well
211609	great steak and an even better baked alaska. it\u2019s awesome to sit in the restaurant and the think about all the famous people who used to frequent the dining room.
215619	desipte all the hype tasty place! try the elvis.. everything tastes better with bacon. everything.
